User Name,Time,Tweet,User Location,Retweeted Count,Favorited Count,Replied
NuhaNasheed,2019-11-04 14:19:31,"RT @dhiyanasaid: @angryharridan, your brownies are truly sensational. Made with Lindt chocolate, these are moist, soft, chocolatey and fudg ",NaN,8,0,NaN
Oregon_Law_LLM,2019-11-04 14:19:15,"In Thailand,;We visited Chulalongkorn University, the oldest institute of higher education in Thailand. CU is also  ","Eugene, OR",0,0,NaN
bobbycblanchard,2019-11-04 14:19:15,RT @rebekahallen: A @UTAustin student died after a Texas Cowboys retreat where recruits were hazed. The univ let the student org operate wi ,"Austin, Texas",26,0,NaN
rebekahallen,2019-11-04 14:19:03,A @UTAustin student died after a Texas Cowboys retreat where recruits were hazed. The univ let the student org oper  ,"Austin, TX",26,34,NaN
AntMan_313,2019-11-04 14:18:46,"RT @CurbedDetroit: The Detroit Center for Innovation will be a $300-million, 190,000-square-foot research and education center in partnersh ",City of Boom! ,4,0,NaN
OCDSB,2019-11-04 14:18:39,RT @JohnMcCraeSS: Canadian Armed Forces Paid Education PlanvariableApplications accepted throughout the yearThe Canadian Armed Forces (CAF) ,"133 Greenbank Road, Ottawa",3,0,NaN
JETEdServices,2019-11-04 14:18:24,"JET would like to congratulate Teboho Lekwene on his Bachelor of Social Science, majoring in Psychology &amp; Sociology  ",South Africa,1,5,NaN
AdamRooney327,2019-11-04 14:17:50,RT @GroupOfFiveGuys: Support the school that you attend.  Support the school that you pay money toward to get an education.  Support the un ,"Iuka, MS;",6,0,NaN
JohnMcCraeSS,2019-11-04 14:17:47,Canadian Armed Forces Paid Education PlanvariableApplications accepted throughout the yearThe Canadian Armed Forces  ,"Ottawa, Ontario",3,2,NaN
msyoung2222,2019-11-04 14:17:42,"RT @AmplifyCapital: Education &amp; opportunity ;;University, way overrated, many r damaging.;;You can learn so much on line, study anything. ","Tennessee, USA",66,0,NaN
back2best,2019-11-04 14:17:28,In full flow lecturing at Brooke's University! #back2best #education #lecture ,"Headington, Oxford",0,0,NaN
HarrisburgHigh,2019-11-04 14:17:14,"Dakota Wesleyan University in Mitchell, South Dakota recently hosted South Dakota's Educators Rising Fall Learning  ","Harrisburg, SD",0,0,NaN
FranceinIndia,2019-11-04 14:17:09,Glad to have adressed a fully packed sudmersen hall at historic Cotton University. I insisted on the quality of edu  ,New Delhi,20,98,NaN
Mozeserugo,2019-11-04 14:16:52,"Parliament has learnt that due to tuition fees increment at Makerere University, about 1000 students have discontin  ",kampala,2,2,NaN
hscott61,2019-11-04 14:16:51,"RT @CSTS_USU: FREE CME Course available from the 2019 Amygdala, Stress &amp; PTSD Conference at the Uniformed Services University outlines trai ",NaN,1,0,NaN
tmj_fay_edu,2019-11-04 14:16:05,"If you're looking for work in #Fayetteville, NC, check out this #Education job via the link in our bio: Lecturer/As  ","Fayetteville, NC",0,0,NaN
SLCAdam,2019-11-04 14:15:58,"RT @CourtneyLTanner: THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",Shakedown Street,154,0,NaN
Locou9,2019-11-04 14:15:32,RT @citymice4: @Sflecce NO. Nobody want this. Nobody. Parents certainly don t. Parents want investment in education at all levels including ,NaN,9,0,NaN
HistoryManMet,2019-11-04 14:15:29,"RT @ManMetUni: ""I don't think I would have got this opportunity from anywhere else."";;Through #McrMetFirstGen we're giving young people lik ","Manchester, England",7,0,NaN
SothanJohana,2019-11-04 14:15:18,"Free Education University &gt;&gt; How to get grants for trade or vocational school, community colleges, or a university  ","Secaucus, NJ",0,0,NaN
CurbedDetroit,2019-11-04 14:15:00,"The Detroit Center for Innovation will be a $300-million, 190,000-square-foot research and education center in part  ","Detroit, MI",4,16,NaN
GCUParamedicBSc,2019-11-04 14:14:49,RT @GCUParamedicBSc: Do you want to join the team on the 1st Paramedic degree programme in Scotland (Est. 2017)? #thefirstinscotland ;;We h ,"Glasgow, Scotland",18,0,NaN
norbertsikes,2019-11-04 14:14:16,"RT @Parliament_Ug: Parliament has learnt that due to tuition fees increment at Makerere University, about 1000 students have discontinued s ","Kampala, Uganda",55,0,NaN
RealnewsMag,2019-11-04 14:14:07,Achiever s University: 22 students bag First Class - Realnews Magazine -  ,Nigeria,0,0,NaN
CelebVM,2019-11-04 14:14:01,"You can get an amazing personal video message from Kyran Bracken perfect for birthdays, weddings and more! Only her  ",NaN,0,0,NaN
mojai18,2019-11-04 14:13:23,Chinese student spies are everywhere in the #world. No surprise they are employed to work in #Hongkong s universiti  ,Hong Kong,1,1,NaN
NCCEducation,2019-11-04 14:13:18,RT @UniCanberra: We continue to rise  ! UC has jumped 69 places in the Times Higher Education World University Rankings to be ranked in the ,"Manchester, United Kingdom",22,0,NaN
MadhulikaJha10,2019-11-04 14:13:07,"Some nationalities away from home manage to work in US, still not holding degrees from us universities are not alig  ","Arizona, USA",0,0,NaN
PunishJanBakker,2019-11-04 14:12:45,RT @Tennessean: 'It's Okay To Be White' signs placed on East Tennessee State University's campus ;,Denver,4,0,NaN
emuni,2019-11-04 14:12:41,"EMUNI University staff Prof. Dr. Abdelhamid El-Zoheriy, Prof. Dr. Nada Trunk and Ms. Alenka Breznik participated at  ","Portoro  - Piran, Slovenia",0,0,NaN
DBloomAdvisory,2019-11-04 14:12:15,Are you currently a PhD student in a commonwealth country? Split site scholarships are available to study in a UK u  ,Nigeria,0,2,NaN
viral_vido,2019-11-04 14:11:52,RT @DjNewSouthAfric: Helen Since when are quotas anti-merit?;;If the minister of education were to order racist universities such as UFS &amp; ,Ebhayi,23,0,NaN
M_ALMRZUGI,2019-11-04 14:10:43,RT @ludovic_pouille: 7/9 #FranceUAE : a partnership to serve education and the youth. Inspiring speech of @JY_LeDrian in front of @Sorbonne ,  whole world  ,1,0,NaN
Sprouse_68,2019-11-04 14:10:39,RT @GroupOfFiveGuys: Support the school that you attend.  Support the school that you pay money toward to get an education.  Support the un ,"Columbus, GA",6,0,NaN
fox34,2019-11-04 14:10:22,Executive Principal for Lubbock ISD's Feeder Pattern Damon McCall said this method is already used through the dist  ,"Lubbock, Texas",0,0,NaN
keepptssafe,2019-11-04 14:10:21,Precare Guides help to improve patient information retention and empowerment and are available in 20 common languag  ,"McNab/Braeside, Ontario",1,1,NaN
kyeyune_blaise1,2019-11-04 14:09:26,"RT @Parliament_Ug: Parliament has learnt that due to tuition fees increment at Makerere University, about 1000 students have discontinued s ","Kampala, Uganda",55,0,NaN
Zeke13Anderson,2019-11-04 14:09:25,RT @GroupOfFiveGuys: Support the school that you attend.  Support the school that you pay money toward to get an education.  Support the un ,"Nashville, TN",6,0,NaN
poona_fish,2019-11-04 14:08:04,"RT @CourtneyLTanner: THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",United States,154,0,NaN
Sailorchronos,2019-11-04 14:07:30,"""Destroying any nation does not require use of atomic bombs or long range missiles. It only requires lowering the q  ","Montreal, Quebec",0,1,NaN
bridge_study,2019-11-04 14:07:02,Level 5 Diploma in Education and Training (DET); #career #guidance #studybridge  ,"Study Bridge UK Ltd.;1st Floor,;40 Margaret Street,;London;W1G 0JH",0,1,NaN
PaulGregory2173,2019-11-04 14:06:38,"RT @AmplifyCapital: Education &amp; opportunity ;;University, way overrated, many r damaging.;;You can learn so much on line, study anything. ","Arizona, USA",66,0,NaN
KimFischerNews,2019-11-04 14:06:36,"RT @CourtneyLTanner: THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ","Salt Lake City, UT",154,0,NaN
MalumVires,2019-11-04 14:05:50,"RT @sltrib: Female students and former employees say the @UUtah police department blamed victims, failed to contact them promptly and compl ",Illinois,61,0,NaN
nad671,2019-11-04 14:05:40,Scholarships should only be given for technical education... Simple university degrees won't do any good @SaniaNishtar #EhsaasForStudents,"Sundsvall, Sverige",0,0,NaN
StephyBx_,2019-11-04 14:05:24,"RT @_LeeBarb0sa: Aye I remember that night we was all frying Sie on Bl***er about Canada &amp; 1 of you niggas talkin about ""all yall got is fr ",NaN,1,0,NaN
piz_25,2019-11-04 14:05:23,RT @staronline: #Cyberjaya University College of Medical Sciences will now officially be known as University of Cyberjaya.;;,NaN,68,0,NaN
SueLeugers,2019-11-04 14:05:17,RT @marknyt: Did the University of Texas go easy on the Texas Cowboys after a night of hazing and a student s death? ,"Ohio, USA",19,0,NaN
RyanEQuinn,2019-11-04 14:05:04,"RT @wvgazettemail: The woman anonymously filed a federal lawsuit Oct. 25 against the university, her alleged attacker and the Fairmont Stat ","Charleston, W.Va.",1,0,NaN
AbbanyawYaw,2019-11-04 14:04:17,RT @RealP4C: Free policies for the NDC manifesto committee.;Free Tertiary Education;;One student one laptop;;One teacher one bungalow;;One ,"Accra, Ghana",1,0,NaN
CSTS_USU,2019-11-04 14:04:16,"FREE CME Course available from the 2019 Amygdala, Stress &amp; PTSD Conference at the Uniformed Services University out  ","Bethesda, MD",1,2,NaN
AbbanyawYaw,2019-11-04 14:04:12,RT @Generals_Creed: Free policies for the NDC manifesto committee.;Free Tertiary Education;;One student one laptop;;One teacher one bungalo ,"Accra, Ghana",2,0,NaN
stinkytcat1,2019-11-04 14:03:17, @KurtSchlichter   @DLoesch   @ChrisPlanteShow   @LarryOConnor   @ProducerPants   @michellemalkin   @chadfelixg  Sh  ,DC area ,0,0,NaN
Arete_Education,2019-11-04 14:03:17,Michigan Med students are collaborating to provide care for Detroit's homeless population through Michigan State Un  ,"New York, USA",0,0,NaN
JustinNolan_,2019-11-04 14:03:15,It's often @Forbes @usedgov that sadly we in Canada @ONeducation catch up to. Interesting article. I think some peo  ,"Ontario, Canada",0,0,NaN
ProjeAnalitik,2019-11-04 14:02:14,RT @THEUniAdvice: Find the best universities in Germany through Times Higher Education s World University Rankings data ,"Ankara, Turkey",1,0,NaN
iamrromano,2019-11-04 14:01:48,"RT @leonides_pena: #LetYourDreamTakeFlight on November 23, 2019 ;;PRE-REGISTER at  ;;to join our Cabin Crew Initial ",Earth,1,0,NaN
nomanma4305,2019-11-04 14:01:04,RT @PTIofficial: A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,NaN,116,0,NaN
mabmbarek,2019-11-04 14:00:47,University SciencesPo Lyon France was already caught with scandal of racism &amp;now they're organizing a conference on  ,Tunis | Occupied Abenaki land,0,4,NaN
monica_kast,2019-11-04 14:00:34,ICYMI: I looked at how dorm life has changed at UT-Knoxville over the last few decades. Check out some of our aweso  ,"Knoxville, TN",0,0,NaN
Sondsajohn,2019-11-04 14:00:17,Free Education University - Is a 17 course curriculum that teaches you how to find the right financial opportunitie  ,USA,0,0,NaN
EditorSpice,2019-11-04 14:00:16,"@cox_stephanie Editors work in lots of places that aren t  publishing . Did you explore those e.g. university, loca  ",UK,0,0,1191297915760844800
DebraSanborn,2019-11-04 14:00:14,RT @TerahJay: The application deadline for the Ph.D program in Higher Education at Iowa State University is 12/1! For a list of required ap ,North America | Iowa | Ames,4,0,NaN
educationnewsca,2019-11-04 14:00:02,Visionary $10M donation to support a first-of-its-kind social innovation centre at Concordia University @Concordia  ,"Terrebonne, Qu bec",0,1,NaN
CannabisTU,2019-11-04 13:59:13,Getting a Higher Education at Cannabis Training University - Dank ,"Denver, CO",0,4,NaN
SIBAHLESELANA,2019-11-04 13:59:04,Well I am a very happy Xhosa person because as a country we achieved. Your insinuations about our language and univ  ,"Johannesburg, South Africa",0,1,NaN
OnsareEzra,2019-11-04 13:59:02,"RT @Mavua: So, this guy got an A in KCSE and studied Economics at Harvard University? I have always maintained that high academic grades ar ",Kitale- Kenya,2,0,NaN
kirsten_sprott,2019-11-04 13:58:51,"Dyslexia students suffer from much more than taking longer at completing tasks. For example, processing and retaini  ","England, United Kingdom",0,0,NaN
arsssconference,2019-11-04 13:58:28,"Registration open exclusively for International conference on social science,Literature,economics and education on  ",India,0,0,NaN
SoniaFVALCbook,2019-11-04 13:57:42,How the University of Utah s police department treated female victims and officers for years before Lauren McCluske  ,"Utah, USA",0,0,NaN
norbert_costa,2019-11-04 13:57:32,"RT @dbudlovsky: November, is Indigenous Education Month @TDSB. An opportunity to focus on treaties, the legacy of residential schools, as w ","Toronto, Ontario",14,0,NaN
commonpatriot,2019-11-04 13:57:05,via @instapundit: DISPATCHES FROM THE EDUCATION APOCALYPSE: University of Chicago projected to be the first U.S. un  ,"Austin area, TX",0,0,NaN
SwagBear58,2019-11-04 13:56:51,RT @GroupOfFiveGuys: Support the school that you attend.  Support the school that you pay money toward to get an education.  Support the un ,NaN,6,0,NaN
BettyWakia,2019-11-04 13:56:11,"RT @EMTVOnline: The University of Goroka Council and management says to 'Take Back PNG', everyone must invest in early childhood learning. ",China( ),2,0,NaN
NoorUlHudArshad,2019-11-04 13:55:52,RT @PTIofficial: A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,NaN,116,0,NaN
jnickrand,2019-11-04 13:55:41,Education requirements on a job posting vs. education level of applicants for an admin job at a local university ,"St Paul, MN",0,1,NaN
lindseylouwho,2019-11-04 13:54:42,21st century higher education is supporting your professors on patreon because your university refuses to raise adjunct faculty pay,NaN,0,5,NaN
donamin,2019-11-04 13:54:24,RT @CSAalto: We are ranked as the third best European university in Computer Science in the recently published US News Ranking! @AaltoUnive ,"Vancouver, British Columbia",18,0,NaN
NS_CCH,2019-11-04 13:53:54,"RT @hfxpublib: Holocaust Education Week begins today. Start out by exploring the Azrieli Foundation's Holocaust Survivors Memoir Program, a ","Nova Scotia, Canada",10,0,NaN
SibShafeeq,2019-11-04 13:53:34,"RT @dhiyanasaid: @angryharridan, your brownies are truly sensational. Made with Lindt chocolate, these are moist, soft, chocolatey and fudg ",Hulhumale,8,0,NaN
Mouz2009,2019-11-04 13:53:29,RT @OurRev305: We can t afford to make Florida State University tuition-free for teenage kids who want an education but we can afford to pa ,"Florida, USA",18,0,NaN
nasirshah121,2019-11-04 13:52:59,"RT @iAdnanAamir: A student at Bolan Medical University suspended for 8 months because he entered office of registrar without permission, af ","Peshawar, Pakistan",80,0,NaN
Ferdinandzayo,2019-11-04 13:52:34,"RT @Parliament_Ug: Parliament has learnt that due to tuition fees increment at Makerere University, about 1000 students have discontinued s ",NaN,55,0,NaN
pinokole,2019-11-04 13:52:34,RT @rebaliza4: This guy got a degree from Osmania University. This is a fraud university in Andhra Pradesh-India. Students enroll and absco ,Under the sky,11,0,NaN
Opus420,2019-11-04 13:52:06,"RT @Caseykins421: Are you fricking kidding me with this? Scheer violated repeatedly violated provision in Section 91, which criminalizes an ",Vancouver BC,7,0,NaN
addcount,2019-11-04 13:52:01,"RT @gld301218: @nareenyoung @abc730 No, tonight it was about Armidale - no blackfellas.....and no university either. You'd think its most i ","Mount Gambier, South Australia",4,0,NaN
garyledrew,2019-11-04 13:51:54,We should have only a public education system. Religions are divisive. ,"Sydney, Cape Breton Island",0,0,NaN
shareef35,2019-11-04 13:51:41,"RT @dhiyanasaid: @angryharridan, your brownies are truly sensational. Made with Lindt chocolate, these are moist, soft, chocolatey and fudg ",Maldives,8,0,NaN
EidiKamran,2019-11-04 13:51:12,@ImranKhanPTI @ImranKhanPTI where are education reforms. I am a lecturer and want to do PhD but cannot do it due to  ,NaN,0,0,1191246565371006976
ISUSOE,2019-11-04 13:51:04,RT @TerahJay: The application deadline for the Ph.D program in Higher Education at Iowa State University is 12/1! For a list of required ap ,"Ames, Iowa",4,0,NaN
eduardo1opes,2019-11-04 13:50:49, d  que pensar ;; The Faculty of Arts of the KU Leuven university has banned student initiations on the faculty s p  ,"Brussels, Belgium",0,0,NaN
GroupOfFiveGuys,2019-11-04 13:50:37,Support the school that you attend.  Support the school that you pay money toward to get an education.  Support the  ,America,6,10,NaN
farhanrashad,2019-11-04 13:50:22,University of Sindh Institute of Art and Design to hold aptitude test tomorrow; ,"Faisalabad, Pakistan",0,0,NaN
machomoja,2019-11-04 13:50:10,"RT @Parliament_Ug: Parliament has learnt that due to tuition fees increment at Makerere University, about 1000 students have discontinued s ","Nairobi, Kenya",55,0,NaN
EllaTasm,2019-11-04 13:49:24,"RT @peter_brant: Predictably, every media outlet is incorrectly reporting that yesterday s HE participation data means that  half of young ",Edinburgh,2,0,NaN
iamAffanIdrees,2019-11-04 13:48:49,RT @PTIofficial: A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,"Islamabad, Pakistan",116,0,NaN
K_Stansfield,2019-11-04 13:48:31,RT @felicitycallard: Very serious levels of exploitation are hard-baked into university ecology   most intolerable for outsourced workers &amp; ,"Wales, Cornwall",27,0,NaN
NoohSinanR,2019-11-04 13:47:10,The only education related strikes we need to see or hear about:;Relevancy of course material in regard to the emer  ,"Kampala, Uganda",0,0,NaN
Aishath_Iyadh,2019-11-04 13:47:09,"RT @dhiyanasaid: @angryharridan, your brownies are truly sensational. Made with Lindt chocolate, these are moist, soft, chocolatey and fudg ",Maldives,8,0,NaN
THEUniAdvice,2019-11-04 13:47:00,Find the best universities in Germany through Times Higher Education s World University Rankings data  ,Worldwide,1,1,NaN
MindRational,2019-11-04 13:46:51,RT @rebaliza4: This guy got a degree from Osmania University. This is a fraud university in Andhra Pradesh-India. Students enroll and absco ,"Frisco, TX",11,0,NaN
asiimireritah,2019-11-04 13:46:06,"RT @Parliament_Ug: Parliament has learnt that due to tuition fees increment at Makerere University, about 1000 students have discontinued s ","kampala,Uganda",55,0,NaN
CrystalSeahorse,2019-11-04 21:12:45,"@PattiVeeTee No support in Quebec, none in BC and very little in the wasted lands of Atlantic Canada ...unfortunately",NaN,0,0,1191462330024038406
lisefalardeau,2019-11-04 21:12:45,RT @CBCToronto: Rice is clear about how dangerous she considers the risk of allowing Chinese tech giant Huawei to work on 5G networks in Ca ,"QC, Canada",0,0,NaN
money_oracle,2019-11-04 21:12:45,RT @ValaAfshar: Immigrants founded 51% of US billion dollar startups:;;India  14;Canada  8;UK  8 ;Israel  7;Germany  4;France  ,Spain,0,0,NaN
jaehyunpeachfuz,2019-11-04 21:12:46,@WE_THE_BOYZ Alright then come to canada so we can like ourselves better,nct tbz bts svt ,0,0,1191360660099088385
GenericArtistry,2019-11-04 21:12:46,"YO- My school, Monmouth University, is doing a showing of The GameChangers with a Q&amp;A panel with the cast and produ  ","Asbury Park, NJ",0,0,NaN
Impeccablekay,2019-11-04 21:12:46,RT @TyishaWSB: A Clark Atlanta University student vanished on Wednesday from her near-campus apartment &amp; now her family &amp; police are search ,"Atlanta, GA",0,0,NaN
TheCycles5,2019-11-04 21:12:46,"Jaguar mining Inc in litigation q12019 &amp; q22019 we'll see q32019 &amp; q42019 outcome. They're out of Toronto, Canada d  ","Minneapolis, MN",0,0,NaN
redley78,2019-11-04 21:12:47,RT @PoliticalKathy: This happened at my university...;;Along with the  kathy s a white supremacist  fliers...;;And a kid calling me a racis ,NaN,0,0,NaN
UR_Greens,2019-11-04 21:12:47,RT @JessicaBellTO: University-Rosedale is home to so many inspiring artists and arts workers -- but we're also the 5th most unaffordable ri ,"Toronto, Ontario",0,0,NaN
Rolf38810031,2019-11-04 21:12:48,"RT @RISEUP4R0JAVA: Spotted in Sevastopol, #Russia, at the State Tech University campus. ;;All over the world people show their solidarity w ","Berlin, Deutschland",0,0,NaN
Bulls2311,2019-11-04 21:12:48,RT @wesfresh23: I had an amazing official visit at the university of Illinois this past weekend. Thank you @UICoachClark and @LovieSmith fo ,"Los Angeles, CA",0,0,NaN
kyakya_yashim,2019-11-04 21:12:48,"RT @ifemosumichael: On Friday, November 1st, the Senate of my University (Federal University of Agriculture Abeokuta) Expelled me for writi ",NaN,0,0,NaN
scarface_edim,2019-11-04 21:12:48,"RT @sammygigs1: ""I'm very happy that I've finished secondary school cos I'm now done with the stressful part of education"";;University: htt ","Lagos, Nigeria",0,0,NaN
hiNataysa,2019-11-04 21:12:49,RT @gottalovetrey: MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,NaN,0,0,NaN
Chamseddine17,2019-11-04 21:12:50,"RT @t0nit0ne: A Cornell University study found that men overestimate their abilities and performance, while women underestimate both. A Hew ",Michigan,0,0,NaN
JenL123456,2019-11-04 21:12:50,RT @NaomiWong1984: 4th Chinese bank needs bailout.;; Canada's biggest pension fund still want to invest in Chin ,NaN,0,0,NaN
hrsco21_rich,2019-11-04 21:12:50,RT @SpencerFernando: Interesting to see that Canada has billions to give to foreign countries but can't do anything about the massive amoun ,"Ontario, Canada",0,0,NaN
Areesha_A,2019-11-04 21:12:51,RT @ani5_a: University really fucks with your mental health. Check on your friends. Some are really going through it and have no one to tal ,"Bolton, England",0,0,NaN
DShepYEG,2019-11-04 21:12:51,"RT @JanisIrwin: ""...it was repeated over and over we're putting money into Albertans' pockets...then they go and take money away from the m ","Edmonton, AB",0,0,NaN
Joshua35763979,2019-11-04 21:12:51,"RT @NigeriaMFA: The meeting discussed ways to improve Nigeria-Canada bilateral economic relations especially in the areas of trade, educati ",NaN,0,0,NaN
Yycvoter,2019-11-04 21:12:51,Has this changed since March @jkenney @JustinTrudeau ;;Calgary has the highest unemployment rate in Canada again |  ,"Alberta, Canada",0,0,NaN
yubermis,2019-11-04 21:12:52,Klon mu  retiyorlar zihin kontrol  m  yap yorlar nas l bina lan bu?,Gjallarbr ,0,0,NaN
daltonbaggett,2019-11-04 21:12:52,Trying to find SOMEWHERE he won t get booed lmaoooooo,NaN,0,0,NaN
imagine_garden,2019-11-04 21:12:52,"RT @BenWest: Thank you @ElizabethMay for everything you have done for Canada, the climate and all living things.  ;;#cdnpoli #ClimateChang ",NJ,0,0,NaN
faisaham1,2019-11-04 21:12:52,RT @ITsKPough13: Product of A Historical Black College or University ,NaN,0,0,NaN
learninglogs,2019-11-04 21:12:52,"Great connections, great learning &amp; the start of an amazing professional learning community in the Northern Allianc  ",Crieff Scotland,0,0,NaN
badabingtony6,2019-11-04 21:12:53,RT @W7VOA: Reports that @POTUS planning to attend Saturday's @LSUfootball vs. @AlabamaFTBL game. ,NaN,0,0,NaN
MckendreeDennis,2019-11-04 21:12:54,RT @JoeTrezz: Orioles first baseman Chris Davis and his wife Jill today gave $3 million to the University of Maryland s Children s Hospital ,NaN,0,0,NaN
alexcerne,2019-11-04 21:12:54,"RT @EmmMacfarlane: If the Conservative Party were to abandon fiscal conservativism altogether, what would it embrace? Social conservativism ",Grande Prairie,0,0,NaN
vbrs4404,2019-11-04 21:12:54,"RT @miket136: So long Nine Energy, off to greener pastures in the USA.;;#cdnpoli #ableg #ABenergy;;","Calgary, Alberta",0,0,NaN
Lu_miee,2019-11-04 21:12:54,RT @UniAchievers:  ,"Lagos, Nigeria",0,0,NaN
JonSmithberg,2019-11-04 21:12:54,RT @sairasameerarao: Louis CK &amp; Harry Weinstein have sexually assaulted dozens of women and are out and about. ;;Ralph Northam &amp; Justin Tru ,Israeli ,0,0,NaN
solarstella1,2019-11-04 21:12:54,RT @its_hme: BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,Stealing changkyun s girls,0,0,NaN
CallMeTwoArrow,2019-11-04 21:12:55,RT @RuthVWatkins: Today we had the honor of announcing that the Jon M. and Karen Huntsman family has committed $150 million to establish th ,NaN,0,0,NaN
infxnitium,2019-11-04 21:12:55,"RT @sugamonday: hate tweets like this. success is relative. your success could be going to university, getting your own place, getting a jo ",oof,0,0,NaN
Ayee_Leandre,2019-11-04 21:12:55,RT @gottalovetrey: MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,Dem guts,0,0,NaN
Amorblue3,2019-11-04 21:12:56,"RT @sugamonday: hate tweets like this. success is relative. your success could be going to university, getting your own place, getting a jo ",NaN,0,0,NaN
Nicolet19048683,2019-11-04 21:12:56,RT @luvrei1: Wowww;; #MonbebeWontBackDown;# _ _ _  ,"Berlin, Deutschland",0,0,NaN
StarTokkis,2019-11-04 21:12:56,NaN,"Toronto, Ontario",0,0,1113318147061215232
Adryane47824856,2019-11-04 21:12:56,RT @its_hme: BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NaN,0,0,NaN
DrK3Church,2019-11-04 21:12:56,"RT @Prof_Savage: ""University Teachers and Resistance in the Neoliberal University,"" My co-authored article with @stephross_mac &amp; James Wats ","Toronto, Canada",0,0,NaN
ThammuzB,2019-11-04 21:12:57,RT @sairasameerarao: Louis CK &amp; Harry Weinstein have sexually assaulted dozens of women and are out and about. ;;Ralph Northam &amp; Justin Tru ,#yyc,0,0,NaN
StuJT,2019-11-04 21:12:57,"RT @chemicalwatch: Closing day one of Regulatory Summit USA, @environmentca, @Intertek and @EPA will provide attendees with key updates fro ","Ottawa, Ontario",0,0,NaN
roseisarose2010,2019-11-04 21:12:57,"@marindaplease I also received a certicate from Temple University. It was incredibly useful, and the course helped  ",NaN,0,0,1191386442141966336
maiasz,2019-11-04 21:12:57,this is good to hear... about time!,New York,0,0,NaN
bigbushelsag,2019-11-04 21:12:57,Conrad : Canada sucks ;Canada : go fuck yourself ;Conrad   #fuckconrad ,crystal city mb,0,0,NaN
TrustCivic,2019-11-04 21:12:58,"RT @ABFixby: 2 more from the same strip of negatives from 39 years ago; two more from the area around Union Street and Hunger Hill, Halifax ",NaN,0,0,NaN
QueenSenia_,2019-11-04 21:12:58,RT @xmiabia: I hate to say it I hope I don t sound ridiculous I don t know who this bird is. Sorry to this bird. ,"San Francisco, CA",0,0,NaN
WilliamDLHoward,2019-11-04 21:12:58,RT @Jcool972: The Elizabeth City State University ,In the palm of His hand,0,0,NaN
theteminat0r,2019-11-04 21:12:58,"I was fortunate enough to get a piece of mine, that I worked very hard on, into my University's gallery.;Imagine my  ",absent,0,0,NaN
tneal8_,2019-11-04 21:12:58,RT @myaihhcloudd: Had a GREAT time today at the Elite Camp at Tiffin University! @TiffinUSoftball @OHUSSSAPRIDE04 ,"Sidney, OH",0,0,NaN
kucciiiii,2019-11-04 21:12:58,RT @_debehe_:  My Worship Is For Real ;Troy University Gospel Singers ,"Troy, AL",0,0,NaN
MaZaborowski,2019-11-04 21:12:58,"RT @VladimirHandl: Orb n fights CEU/Soros in order to welcome Chinese communists - his ""heart and mind"" is clearly with the single-party au ",Warszawa,0,0,NaN
KastaNik101,2019-11-04 21:12:59,"@PegaGamer @GregorEblan Also, fun fact. If it makes you feel any better, there are a lot of regions in Canada that  ",Land of Milkbags and Weed,0,0,1191218937725243392
vancouver_dave,2019-11-04 21:12:59,"RT @peterhook: Sold out show in Vancouver, Canada tonight at @VENUElive! ;;Doors Open @ 8;;Show Starts @ 9 (No Opener!);;Approximate Fini ","Vancouver, British Columbia",0,0,NaN
choosemuskoka,2019-11-04 21:12:59,"RT @russilwvong: @AHHHHHHHCHOO @ChantalHbert @TorontoStar Here's the thing: 80% of families come out ahead, because of the rebate. By the n ",Muskoka,0,0,NaN
jared_jeronimo,2019-11-04 21:12:59,"The BEST VEGAN food in TORONTO | Toronto, Canada | S3 Ep 7 | TRAVEL VLOG  via @YouTube","Texas, USA",0,0,NaN
LeBrownE46,2019-11-04 21:12:59,Quebec pt 2 here we come,111513,0,0,NaN
pl25240,2019-11-04 21:13:00,RT @PMckinstryl: Lets all Separate and let #TrudeauLiberals have East and #Quebec. He only won seats in #Ontario by rigged voting. #Electio ,"Fredericton, New Brunswick",0,0,NaN
ahjamonet_,2019-11-04 21:13:00,RT @gottalovetrey: MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,NaN,0,0,NaN
