Tweet,message,match,polarity,positives,negatives
1889,"RT @educationgovuk: Danielle joined the Care Leaver Internship Scheme after graduating at university, and went on to secure a permanent job ",secure,positive,1,0
1890,"RT @greciareynoso_a: @EU_Commission #University @intecrd, #EU and @Profamiliard have been violating my moral and economics rights over her ",NA,neutral,0,0
1891,RT @SoyKerenYo: UT registration is the worst thing ever invented. It makes me lose 10x more hair than I m already losing because of this go ,"worst, lose, losing",negative,0,3
1892,RT @rthk_enews: #HKBU president Roland Chin writes to students and staff saying he is deeply concerned about the arrest of a journalism stu ,concerned,negative,0,1
1893,RT @Lwasas_child: Makerere University is seeing a blank tweet ,NA,neutral,0,0
1894,"RT @Radio_WIGWAM: More Eclectica - Wednesday 7pm UK, then 7pm EST in US/Canada. Click on  to listen. @eatmoreerbs @S ",NA,neutral,0,0
1895,RT @AlbertaatNoon: NOON:;Alberta may soon be sandwiched between 2 provinces that stick with one time zone year round ... ;;Is it time to st ,NA,neutral,0,0
1896,University of Nigeria Nsukka UNN Diploma in Music Education Admission Form 2019/2020  ,NA,neutral,0,0
1897,RT @MLithopoulos: As Co-Chairs @Sepideh_Abbasi and I are so proud of the @StemCellTalks National Advisory Committee!We have amazing volunt ,"proud, amazing",positive,2,0
1898,RT @QCanada17: Fix  Canada s Supreme Court today!;Rely on Gravity! ,supreme,positive,1,0
1899,@bonq @eileentso Fair point. She can hitchhike to Canada and zoom from there.,fair,positive,1,0
1900,@NRockwellbaby It will be tomorrow here in Canada cuz Kevin &amp; chloe go undercover ,NA,neutral,0,0
1901,RT @ICTPressPool: California State University San Bernardino celebrates Native American Heritage Month.   via @India ,NA,neutral,0,0
1902,"I pray with great deal.;For I have the zeal.;To be manifesto of balance, ;To bring together a better individual fin  ","great, better",positive,2,0
1903,"RT @upbsac: All sophomores, juniors and seniors ! Are you up for the challenge ? Taking place in the University Room ;;To sign up please co ",NA,neutral,0,0
1904,"RT @RachelNotley: ""During the campaign Mr. Kenney seemed very passionate about not decreasing AISH which has turned out to be a total broke ","passionate, broke",neutral,1,1
1905,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NA,neutral,0,0
1906,RT @scottbrown107: PHOTOS: University Heights put two runners in the top 20 and brought home a 12th place finish Saturday at the Class 1A S ,top,positive,1,0
1907,@HuffPost Smart.;;I wish Canada would follow and get out of the #ClimateCult.,NA,neutral,0,0
1908,RT @king_damy: Someone from Mexico = Mexican;Someone from Nigeria =Nigerian ;Someone from Ghana = Ghanaian ;Someone from Brazil = Brazilian ,NA,neutral,0,0
1909,Okurrrr,NA,neutral,0,0
1910,"Who is gonna be my sugar baby, RT and DM for $1000;weekly #sugarbaby #seekingarrangement #sugarbabywanted  ",NA,neutral,0,0
1911,"@_coocooa @FbiObianuju my chest  ....... ;;The best business university in kasoa,Ghana ",best,positive,1,0
1912,This is so cool to whoever did this thank you for fighting in every way you can  # _ _ _  ,"cool, thank",positive,2,0
1913,RT @elcolegiohgo: Como parte de las actividades de la 6  Jornada Internacional de Paisajes Patrimoniales  Los Paisajes Rurales en Am rica L ,NA,neutral,0,0
1914,@CharSotoko Going to Canada ,NA,neutral,0,0
1915,are they just temp checking what events he will and won't be booed at? like heading closer and closer to his base t  ,like,positive,1,0
1916,"RT @Real_kingAde: In every university, Faculty of Agriculture has more HOES than any other faculty. ",NA,neutral,0,0
1917,@Annaleen The gender/genetic/chromosome arrangements of ant colonies are fascinating. Varies widely by species.  Fo  ,NA,neutral,0,0
1918,RT @350Canada: Thank you @ElizabethMay for your being a tireless advocate in Parliament for bold action on the climate crisis and for your ,"thank, advocate, crisis",positive,2,1
1919,RT @WBrettWilson: With great appreciation extended to the eco-alarmists who have terrorized Canada s energy industry and abused our governm ,"great, abused",neutral,1,1
1920,@Macnessie @Missgabillard @indyiscoming @MoragSievwright @fairynuff1979 @nutrition_facts @Tesco @sainsburys @AldiUK  ,NA,neutral,0,0
1921,RT @jamesbezan: The world is changing and global peace and security are becoming more uncertain. Canada needs a bold response from a govern ,peace,positive,1,0
1922,RT @LexiSealey: PLEASEEEEE COME TO THE GREAT BETHUNE COOKMAN UNIVERSITY!!!!   ,great,positive,1,0
1923,RT @NatCitizens: CALGARY DON'T SURF: Where was Canada's unserious PM when ENERGY CANADA finally gave up and left for greener free-market pa ,NA,neutral,0,0
1924,RT @its_hme: BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NA,neutral,0,0
1925,"RT @RealTimeWWII: Churchill's envoy to the USA, Lord Halifax, is pelted with tomatoes &amp; eggs in Detroit by protesters, the ""Mothers of Amer ",NA,neutral,0,0
1926,#TELcoin has real use cases and will be one of the first #crypto to welcome #massadoption;;- TouchPay partnership  ,welcome,positive,1,0
1927,RT @urchilla01: LMAO nwanne lemme tell you a little bit about the igbo man/boy. I have a friend who was my primary school classmate. When h ,NA,neutral,0,0
1928,"RT @Jantafrench: Shyannah Sinclair, 21, will age out of the program in August. The Norquest College student relies on money from children s ",NA,neutral,0,0
1929,"Mann Packing Co., Inc. Recalls Vegetable Products Sold in the U.S. and Canada Due to Potential Health Risks  ",risks,negative,0,1
1930,GO POKES,NA,neutral,0,0
1931,CANADA: EL PAIS DE LAS OPORTUNIDADES;;Canada tiene para los docentes las mejores oportunidades en materia de segund  ,NA,neutral,0,0
1932,RT @gottalovetrey: MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,NA,neutral,0,0
1933,"RT @Switty220: Why do Nigerian people prefer to spend so much for ordinary burial, than to train a child who's even their own blood to univ ",prefer,positive,1,0
1934,RT @Scanlon_Leslie: Great news   hard to imagine a better candidate. Bienvenue   la region ! ,"great, hard, better",positive,2,1
1935,RT @ajblixky:  I got so many felonies I might can t never go to Canada but drake said he gon pull some strings so let me check my calendar ,NA,neutral,0,0
1936,Les Jardins de M tis s ouvrent aux visiteurs l hiver  et la nuit;;Une destination pour @ThesezVous ?; - @lp_lapresse,NA,neutral,0,0
1937,"RT @USMNTFanatic: My lineup against Canada.;;- Jozy hasn't played in a bit;- Adams (?), Weah and Pomykal are injured;- I rather have both Y ",NA,neutral,0,0
1938,RT @aupresses: #ReadUP this #upweek with Chicana Movidas: New Narratives of Activism and Feminism in the Movement Era from @UTexasPress! Se ,NA,neutral,0,0
1939,"@University I hope @University is able to help advance #SDG4, the Sustainable Development Goal for 2030 that upgrad  ",sustainable,positive,1,0
1940,Very proud to receive my first offer to Oklahoma Panhandle State University @justinhart_10 !! #pi2t0lsup #AGTG ,proud,positive,1,0
1941,Shakedown: Hawaii is now available on PNP Games Online!; shipping on orders of $50 CAD  ,available,positive,1,0
1942,RT @gottalovetrey: MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,NA,neutral,0,0
1943,"RT @CC_CRF: Canada joins other dictatorships with its new amendments in Section 91 of the Election Act. Jail and fines for ""misleading info ",NA,neutral,0,0
1944,"RT @atrupar: he's just going to keep going to various sporting events until he gets cheered, isn't he? ",NA,neutral,0,0
1945,"@m0rganjanine @mages_ballad @mikumoXIV ye, i agree, most people who are saying they'll move have no idea- not that  ",NA,neutral,0,0
1946,"RT @DavidMcLA: When you give up on Canada, I give up on you. ;;No time for this #wexit BS, its purveyors, and apologists. ",NA,neutral,0,0
1947,RT @its_hme: BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NA,neutral,0,0
1948,"RT @NikaDragomira: Nice going, folks. Despite there being ample information out there to warn that Russia promotes secessionist movements, ","nice, ample",positive,2,0
1949,"RT @sammygigs1: ""I'm very happy that I've finished secondary school cos I'm now done with the stressful part of education"";;University: htt ","happy, stressful",neutral,1,1
1950,RT @travisakers: JUST IN: My joke has become reality.;;Alabama is making preparations for President Trump to attend the Alabama/LSU game. h ,"joke, trump",neutral,1,1
1951,#Leviton acquires Canada-based #Viscor  #acquisition #lighting @Leviton ,NA,neutral,0,0
1952,"RT @CanadaAnitta: ""It s the alley West of Ossington, North of Queen. Also thanks to the empowering @anitta who s album Kisses inspired this ",NA,neutral,0,0
1953,"RT @StewartWood: A significant campaign pledge. Because if you believe this, then you are embracing the extremely high probability of a No ",significant,positive,1,0
1954,"RT @GES_Canada: With more than 75,000 square feet of space and over 175 exhibitors, last week's #WMS2019 was the place to be for those in t ",NA,neutral,0,0
1955,RT @CPSParentU: .@ChiPubSchools Office of Diverse Learners Supports and Services is hosting a series of meetings at Parent University sites ,supports,positive,1,0
1956,@cientificolatin @AcademicsSay @AcademicChatter  are doing a national study on STEM women  ,NA,neutral,0,0
1957, I don t equate having social programs or safety nets that benefit the citizens of a country with that country be  ,benefit,positive,1,0
1958,RT @jwmanthorpe: Excellent article by Phil Calvert. Canada's weakened government faces tough choices over China ,"excellent, tough",positive,2,0
1959,"RT @bcphockeyblog: Very progressive, actually.  In Canada, our most popular geriatric xenophobe is only on a 7-second delay. ",popular,positive,1,0
1960,"RT @PKU1898: Princess Xiaohe, an over 3,600 years old #mummy, first discovered in China s Xinjiang Uygur autonomous region by Swedish archa ",autonomous,positive,1,0
1961, Day 1 Done  200 Students walked away with a Monday pick me up...Hope to see more of you tomorrow for Breakfast!  ,NA,neutral,0,0
1962,"@DeleMomodu Yours was even late at university, we na from primary school.",NA,neutral,0,0
1963,"RT @CBCAlerts: Elizabeth May quits as Green Party leader, but will stay as party's parliamentary leader. Names Jo-Ann Roberts, who lost bid ",lost,negative,0,1
1964,RT @c1w2d3: Outrageous. Maybe these so-called refugees from the US! can go to Nfld &amp; contribute their skills to making that province an eng ,NA,neutral,0,0
1965,RT @gottalovetrey: MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,NA,neutral,0,0
1966,"RT @sugamonday: hate tweets like this. success is relative. your success could be going to university, getting your own place, getting a jo ","hate, like, success",positive,3,1
1967,Is investing in real estate still a good idea for Canadians? ,good,positive,1,0
1968,"RT @King_B_33: Pitt Fans, show him who has the best fan base #H2P ",best,positive,1,0
1969,@bushontheradio what a great game. Football links of university challenge,great,positive,1,0
1970,Some geese were looking at me funny on my walk home from work today. I think they were itchin to fight. Go back to Canada eh?,"funny, work",neutral,1,1
1971,"New Construction Homes for Sale in Halifax Nova Scotia, Polycorp Homes, halifax real estate.  ",NA,neutral,0,0
1972,"@VancouverGent @drex @ElizabethMay No, not really. There's a preference for the left in Canada, but it's not a rule  ",NA,neutral,0,0
1973,"RT @RachelNotley: ""During the campaign Mr. Kenney seemed very passionate about not decreasing AISH which has turned out to be a total broke ","passionate, broke",neutral,1,1
1974,RT @travisakers: JUST IN: My joke has become reality.;;Alabama is making preparations for President Trump to attend the Alabama/LSU game. h ,"joke, trump",neutral,1,1
1975,RT @EUPH0RIAN: WTT ;HAVE ~; 2 MAD SQUAD BYEONGKWAN PREORDER PC ( 1 st pic );;SEEKING ~ ;YUCHAN MAD SQUAD PC ( uncovered in 2nd pc );;LOCATI ,mad,negative,0,2
1976,"RT @SKS_Shivhare: Kejriwal &amp; Manish Sisodia: These disguised muslims want a university in Ram Janmabhoomi Ayodhya, but have given 1 acre la ",NA,neutral,0,0
1977,RT @IGA_Goths: New #CFP for @TheReimagining's Reimagining the Gothic 2020: Bodies and Genders;;Taking place on 1-3 May 2020 at the Universi ,NA,neutral,0,0
1978,RT @scottbrown107: Former Christian County standout KeyRon Catlett scored a touchdown for Hampton University Saturday in their 40-17 win ov ,"standout, win",positive,2,0
1979,RT @ValaAfshar: Immigrants founded 51% of US billion dollar startups:;;India  14;Canada  8;UK  8 ;Israel  7;Germany  4;France  ,NA,neutral,0,0
1980,"RT @EpochTimes: To settle a #CivilRights lawsuit backed by the Trump admin, @UMich has agreed to change politically correct policies that w ","trump, correct",positive,2,0
1981,RT @PrestwichArts: Sharing this opportunity for any of our young people aged 14+ living in Salford who may be interested in attending free ,free,positive,1,0
1982,@Trevornoah No Toronto Canada on the list???,NA,neutral,0,0
1983,"RT @RaviZacharias: I'm thrilled to be speaking at an open forum tonight, Nov 4, at @UDelaware alongside my colleague @AbduMurray. If you ha ",thrilled,positive,1,0
1984,RT @moonbryan: My daughter @katiemoon96 is quoted in this article.  Way to go Katie! ,NA,neutral,0,0
1985,@drex Really? How about focussing on her contribution to dramatically change the federal political landscape as the  ,contribution,positive,1,0
1986,"@CBCAlerts Meanwhile, Canada pays lip service to the Paris accord, like we did the Kyoto accord, with no intention  ",like,positive,1,0
1987,RT @CarolynBHeller: About last night... @hellobc #Vancouver #BC #Canada @moonguides .;.;.;.;.;#englishbay #beach #sunset #myvancouver #expl ,NA,neutral,0,0
1988,Honored to have received another offer to play at Oklahoma Panhandle State University!!! Thank you @justinhart_10 ,"honored, thank",positive,2,0
1989,"RT @T_Mason_H: Back in July, #Canada's share of total U.S. crude oil imports hit 60%, the highest share ever in data going back to 1973. Fu ",crude,negative,0,1
1990,RT @masnOrioles: Jill and Chris Davis have donated $3 million to University of Maryland Children s Hospital for a state-of-the-art pediatri ,state-of-the-art,positive,1,0
1991,Canada has way too much friction at payment for stuff. Gratuity? Y/n percentage or amount? Hiw much? Is total ok? C  ,friction,negative,0,1
1992,Lockdown and search at Beaver Creek Institution - Medium-#Security unit ; #Canada  ,NA,neutral,0,0
1993,Yeah! Awesome kiddo doing great things!,"awesome, great",positive,2,0
1994,RT @NorbertElekes: Unemployment rate.;;S Africa: 29.0%;Nigeria: 23.1%;Turkey: 13.9%;Spain: 13.8%;Brazil: 11.8%;Italy: 9.5%;India: 8.5%;Fran ,NA,neutral,0,0
1995,RT @pinfantea: #EnVideo  | As  fue el primer GOLAZO ol mpico de la criolla Deyna Castellanos para convertirse en la segunda m xima goleado ,NA,neutral,0,0
1996,RT @root66: Extremely humbled to receive an Honorary Doctorate today. Thank you @wlv_uni !!! Also throughly enjoyed the tour of the fantast ,"thank, enjoyed",positive,2,0
1997,@thefatdrake F that i live in canada i dont wanna be outside for an hour everyday,NA,neutral,0,0
1998,RT @NothingCanada: In honour of #CanadaDay &amp; our show's 1st birthday (coming soon) we've started a brand new adventure for you all to join ,NA,neutral,0,0
1999,RT @RyleyMcclaran: Dreams really do come true!!! Officially signed a scholarship to play the game I love at Freed-Hardeman University! #GoL ,love,positive,1,0
2000,"@johnDmartinez @Confcarepackage Hello from Calgary, Canada MST here! 2:13 pm #eventprofstalk",NA,neutral,0,0
2001,"I love talking about HACU, if you go to Michigan State University and want to learn more about HACU please reach ou  ",love,positive,1,0
2002,RT @tleehumphrey: The time is right for Canada to join the US or you can kiss what s left of our economy goodbye from forestry to oil &amp; gas ,right,positive,1,0
2003,"@LSMT88 All of canada, but from what I've read and heard so far, Quebec has the worst",worst,negative,0,1
2004,wooooy @LuidjiAlexis faut arranger  a la ... jveux le saigner ton clip laa;je suis au Canada  ,NA,neutral,0,0
2005,RT @EcoInternetDrGB: These amazing supporters are putting nature first: WWF-Canada Blog  #ecology;;MORE w/ EcoSearch ,amazing,positive,1,0
2006,RT @Jenno89108088: Die grijnzende biomassa man bij #pauw liegt dat ie barst. Ik ben betrokken met bio-massa  transport naar grote centrale. ,die,negative,0,1
2007,Read this important piece by a journalist I'm proud to call my cousin!,"important, proud",positive,2,0
2008,RT @billmckibben: Harvard's refusal to divest from fossil fuels has turned alumni into activists: today they announce a slate of candidates ,refusal,negative,0,1
2009,"Age is not a factor in main breaks or failures, according to Rebecca Dziedzic from Concordia University.  ",breaks,negative,0,1
2010,RT @WestawayDakota: More to come! Congrats! ,NA,neutral,0,0
2011,RT @wlv_uni: It s official! @root66 becomes Dr Joe Root!;;He was awarded an Honorary Doctorate of Sport in a ceremony this afternoon at our ,awarded,positive,1,0
2012,J nti n w men xu x  gu ny  xu xi o de y xi  c y .; ;Today we learn some words about school. middle s  ,NA,neutral,0,0
2013,The top school in each tech leaderboard for round 1 of Let's Talk Careers: Canada's Most Informed School Competitio  ,top,positive,1,0
2014,"New addition to the Livescale Marketing team: Helen, our Marketing Data Manager! We are thrilled to have her on boa  ",thrilled,positive,1,0
2015,"This Friday's breakfast will include champions such as  Brian D. Fulton, the President &amp; CEO of Mercedes-Benz Canad  ",NA,neutral,0,0
2016,@meljomur @NickWil60006394 UK citizens pay national insurance contributions &amp; even US envy our gold standard NHS.  ,"envy, gold",positive,2,0
2017,RT @B_A_Baseball: #FALLBALLCLASSIC CHAMPIONSHIP ROUND 11/8-11/10 @ ST LEO UNIVERSITY ,NA,neutral,0,0
2018,Can you do your next video roasting them @JJ_McCullough,NA,neutral,0,0
2019,"RT @atrupar: he's just going to keep going to various sporting events until he gets cheered, isn't he? ",NA,neutral,0,0
2020,@Gilles_E_Petit @AndrewScheer @ElizabethMay @Canada i was talking about scheers comment.,NA,neutral,0,0
2021,@VelourIsTired Oooooooooooooooooh okay. I thought it was only Canada.,NA,neutral,0,0
2022,Please Mr Bunting be reminded that free education doesnt work like that. And uwi is funded by the government and ot  ,"free, work, like",positive,3,0
2023,"RT @ListerLaneCem: Remembering Halifax drysalter William Smith, who died on this day, 1860, aged 42. ;;The gravestone also documents the de ",died,negative,0,1
2024,"@DaddyJohno No bro, it was 800 miles long.  From Maryland to Canada!!!",NA,neutral,0,0
2025,RT @KateDahls: Alright. Official offer letter received and accepted. We are moving to the Kansas City area. I've accepted a job with the U. ,NA,neutral,0,0
2026,"RT @RealTimeWWII: US papers report ""Lord Halifax's aplomb was unshaken by the barrage""; British peer: ""I am only jealous that in America th ",jealous,negative,0,1
2027,RT @axios: The University of Alabama is preparing for a Trump appearance at its upcoming matchup against LSU on Saturday;,trump,positive,1,0
2028,RT @StatsSelena: Canada Hot 100 : ;;1. Lose You To Love Me   Selena Gomez (+14) *New Peak* ,"hot, lose, love",positive,2,1
2029,"Would cost an absolute minimum of  41billion per year for free uni tuition alone, dying to know where the money for  ","free, dying",neutral,1,1
2030,NaN,NA,neutral,0,0
2031,@YakAndDemMilds CP24 in Canada. They re in trouble for allowing the interview to continue,trouble,negative,0,1
2032,"RT @Connie_Alberta: I would really prefer my pension money being invested in something that is going to have a return, or invest somewhere ",prefer,positive,1,0
2033,RT @mfisheroverseas: A reliable source tells me Canada was invited to this important conference and that Global Affairs Canada did not repl ,"reliable, important",positive,2,0
2034,RT @hugo_cyr: Pourquoi les nouvelles r gles du minist re de l'Immigration du Qu bec sont n fastes pour notre  conomie? Mon entrevue   @Tout ,NA,neutral,0,0
2035,Ontario PC Youth Association Wikipedia article edited anonymously from Royal Bank of Canada  ,NA,neutral,0,0
2036,"RT @FrankChiment: Proud of my Patrician Brothers  College, Blacktown students who were featured in this story today. Exciting times ahead w ","proud, exciting",positive,2,0
2037,"@NPRAshley @aterkel @universityofky @KyKernel A public, tax payer funded university should not allow anyone to be d  ",NA,neutral,0,0
2038,"RT @OroszPatricia: Mr. Trudeau, you are supposed to be leading the country in Remembrance Day Services not conducting meetings, but is have ",leading,positive,1,0
2039,RT @its_hme: BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NA,neutral,0,0
2040,"RT @Real_kingAde: In every university, Faculty of Agriculture has more HOES than any other faculty. ",NA,neutral,0,0
2041,Shooting leaves highrise lobby riddled with bullets -   via @GoogleNews,NA,neutral,0,0
2042,"RT @CAScrubJay: This was part of yesterday s fly-in at dusk. Mixed group of sandhill crane, greater white-fronted goose, Canada goose. ",NA,neutral,0,0
2043,RT @Reuters: Leader of Canada's small Green Party quits after winning just three seats in election  ,winning,positive,1,0
2044,RT @ani5_a: University really fucks with your mental health. Check on your friends. Some are really going through it and have no one to tal ,NA,neutral,0,0
2045,"RT @Essama_yves: 8ans au Canada, les parents d cident qu'il est temps pour lui de rentrer au pays. On demande o  sont les dipl mes, m me la ",NA,neutral,0,0
2046,RT @PlaysTrumpCard: Hey @TeamTrump @parscale @TimMurtaugh ;University of Ky student newspaper.;Let the kids come in and learn a thing or tw ,NA,neutral,0,0
2047,"RT @ShaneDa55787811: Who is gonna be my sugar baby, RT and DM for $1000;weekly #sugarbaby #seekingarrangement #sugarbabywanted #sugardaddyw ",NA,neutral,0,0
2048,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NA,neutral,0,0
2049,RT @sairasameerarao: Louis CK &amp; Harry Weinstein have sexually assaulted dozens of women and are out and about. ;;Ralph Northam &amp; Justin Tru ,NA,neutral,0,0
2050,RT @DowlatNowrouzi: 1/;Thanks to #Canada 2 condemn &amp; recognize #1988Massacre in #Iran as Crime Against Humanity.;The motion adopted unanimo ,"condemn, crime",negative,0,2
2051,"Alright, I m going to keep a tally of what types of sporting events he goes to and gets booed at:;    ;    ;  ",NA,neutral,0,0
2052,"RT @smillerdegnan: JUST ANNOUCED: Miami s Rousseau leaps into national college football consciousness after amazing FSU game, gets yet anot ",amazing,positive,1,0
2053,RT @uwase98: smh I really should ve gone to school in Canada  ,NA,neutral,0,0
2054,"RT @Puglaas: To my dear friend, @ElizabethMay... Gilakas la 4 your service as the leader of the @CanadianGreens. I know your passion, deter ",deter,negative,0,1
2055,"RT @nuscfpr: Prof Jean Yeung &amp; A/Prof Feng Qiushi presented on  Who will live alone? One-person Household in China, 2010-2050  at the Secon ",NA,neutral,0,0
2056,"RT @HillelNeuer: When the U.N. moved in 2018 to condemn the U.S. over the Cuba embargo, @NikkiHaley put forward 8 amendments focusing on Cu ",condemn,negative,0,1
2057,In partnership with King Fahd University of Petroleum and Minerals: His Excellency the Minister of Labor and Social  ,excellency,positive,1,0
2058,RT @JoeTrezz: Orioles first baseman Chris Davis and his wife Jill today gave $3 million to the University of Maryland s Children s Hospital ,NA,neutral,0,0
2059,RT @txtonnews: Q: Soobin's major if he'll go to an ordinary university;;: psychology;: but the things to study was difficult than i assum ,difficult,negative,0,1
2060,RT @PrinceHAK33M: He gotta come to Alabama not to get booed in public. That s the only reason he s coming lol. ,NA,neutral,0,0
2061,"30 Years Ago Today, I arrived in Canada as a New Immigrant. Today I Am a Proud Canadian and I call Canada My Home.  ",proud,positive,1,0
2062,One of my ex-bosses was just the subject of a set of questions on University Challenge! #claimtofame ,NA,neutral,0,0
2063,RT @travisakers: JUST IN: My joke has become reality.;;Alabama is making preparations for President Trump to attend the Alabama/LSU game. h ,"joke, trump",neutral,1,1
2064,He going for the getting booed at sporting event hat trick?,NA,neutral,0,0
2065,"Hey Hawks, the deadline for applications to the University of California and the California State Universities are  ",NA,neutral,0,0
2066,WooHoo! This account finally hit 1000 followers! Thank you all so much for supporting our 100% TOTALLY FREE SITE! P  ,"thank, supporting, free",positive,3,0
2067,RT @ani5_a: University really fucks with your mental health. Check on your friends. Some are really going through it and have no one to tal ,NA,neutral,0,0
2068,"I hope @University is able to help advance #SDG4, the Sustainable Development Goal for 2030 that upgrades universal  ",sustainable,positive,1,0
2069,RT @KitcoNewsNOW: #Canada is doomed under #Trudeau:  What is the definition of leadership if it isn t to unite a country?  @kevinolearytv s ,doomed,negative,0,1
2070,"Congratulations to Moses Mertilus of Warner University, #NCCAAFootball (Defensive) Student-Athlete of the Week!  ",congratulations,positive,1,0
2071,RT @NorbertElekes: Unemployment rate.;;S Africa: 29.0%;Nigeria: 23.1%;Turkey: 13.9%;Spain: 13.8%;Brazil: 11.8%;Italy: 9.5%;India: 8.5%;Fran ,NA,neutral,0,0
2072,RT @gottalovetrey: MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,NA,neutral,0,0
2073,"RT @bradktennant: The market cap for Encana is $7.8 Billion, which is roughly what the market cap for SNC Lavalin and Bombardier are combin ",NA,neutral,0,0
2074,Canada: North American / Japan #renewables developer @PatternEnergy enters agreement to be acquired by @cppib.  All  ,NA,neutral,0,0
2075,"RT @sugamonday: hate tweets like this. success is relative. your success could be going to university, getting your own place, getting a jo ","hate, like, success",positive,3,1
2076,RT @jamesmacm: Another shout out for this. JM MLitt in Sacred Music at University of St Andrews  via @YouTube,NA,neutral,0,0
2077,RT @uwase98: smh I really should ve gone to school in Canada  ,NA,neutral,0,0
2078,RT @AyandaMdluli28: Stellenbosch University rector probed for 'bid to influence ConCourt case'  via @IOL,NA,neutral,0,0
2079,"RT @atrupar: he's just going to keep going to various sporting events until he gets cheered, isn't he? ",NA,neutral,0,0
2080,@DisFunko Nope I don't get anything they don't ship to Canada,NA,neutral,0,0
2081,"RT @ElkeBabiuk: Ignore Scheer's source: Harper's buddy, G Morgan;;""The IMF found that developed economies should be fine if their debt serv ","ignore, fine, debt",negative,1,2
2082,"RT @Peacewind13: #Earpers with plans to attend @EHConCanada 2020! If you want travel ideas for your visit to Canada, this Canadian right he ",right,positive,1,0
2083,6. Take me to Australia and just leave me there forever please. I may accept Canada too. ;Just let me leave the states ,NA,neutral,0,0
2084,RT @its_hme: BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NA,neutral,0,0
2085,RT @SCMPNews: Trump rape accuser E. Jean Carroll sues US president for defamation ,"trump, rape, sues, defamation",negative,1,3
2086,RT @AsiwajuLerry: Since Rema is bigger than Olamide...;;Fireboy is Bigger than Davido;;Mayorkun is bigger than Don Jazzy;;Crayon is Bigger ,NA,neutral,0,0
2087,RT @Quintonowens80: Blessed to receive an offer from Sam Houston state university  ,NA,neutral,0,0
2088,RT @cliffm2: Rachel and Justin's legacy to our beautiful city...;;Calgary has the highest unemployment rate in Canada again ,beautiful,positive,1,0
2089,Work Friendships Are Mostly Amazing and Sometimes Messy  #business #strategy #marketing #toronto #canada,"work, amazing, messy",positive,2,1
2090,@trussliz It took 7 years to negotiate and ratify a trade deal between the EU and Canada. By limiting the negotiati  ,NA,neutral,0,0
2091,RT @mariaja70438518: I want to be your sugar mummy. I do not want sex or nudes. First 100 people who reply and rt get $2000 to  Paypal #sug ,NA,neutral,0,0
2092,Oracle Database 12c RAC and Grid Infra Deployment Workshop Student Guide - Oracle University - ,NA,neutral,0,0
2093,NaN,NA,neutral,0,0
2094,RT @Lollardfish: I would like a list of every sanitizing and network appearance of Richard Spencer. I'd like to know which producers booked ,like,positive,2,0
2095,"RT @west_dammy: University is an Escape from the real world, know what you doing before u Graduate ",NA,neutral,0,0
2096,RT @__MZA__:  MI HOY MINOY ;;-Eli The Eagle ,NA,neutral,0,0
2097,RT @alwaysaugust_: What would Canada look like with 100 million people? Why would we even want that many more Canadians? Join us on Dec 2nd ,like,positive,1,0
2098,"RT @Dlrdrk1: The General Students Committee ( Student Union) of the Goethe University in Frankfurt, Germany has passed a resolution to cond ",NA,neutral,0,0
2099,anybody else going to @TheDeadSouth4 in #Halifax solo tonight??? #TheDeadSouth #MarqueeBallroom,NA,neutral,0,0
2100,"RT @madanboukman: Haitians in New York demand Core Group (US, Canada, France, Brazil, Spain, Germany, EU, UN &amp; OAS) end support for the cri ",support,positive,1,0
2101,Ya son 19 pa ses o cu ntos se han levantado en el mundo?,NA,neutral,0,0
2102,RT @gottalovetrey: MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,NA,neutral,0,0
