Source,Author,Title,Description,URL,Published At,Content
CNN,"Amanda Watts, CNN",Texas A&M Commerce police say there was an incident outside Greenville that 'may or not have involved students',"Following reports of a shooting early Sunday morning, the Texas A&M University-Commerce Police Department tweeted there was an event outside Greenville, Texas, that ""may or not have involved students at this time.""",https://www.cnn.com/2019/10/27/us/texas-am-commerce-shooting/index.html,2019-10-27T09:04:01Z,"(CNN)Following reports of a shooting early Sunday morning, the Texas A&amp;M University-Commerce Police Department tweeted there was an event outside Greenville, Texas, that ""may or not have involved students at this time."";There was no active shooter in Com  [+839 chars]"
Reuters,Reuters Editorial,Hong Kong leader hopes for peaceful resolution of university standoff,"Hong Kong's embattled leader, Carrie Lam, hopes a standoff between police and anti-government protesters at a major university can be resolved peacefully, she said on Tuesday, adding that she had told police to handle it in a humane way.",https://www.reuters.com/article/us-hongkong-protests-lam-idUSKBN1XT07C,2019-11-19T02:13:22Z,"HONG KONG (Reuters) - Hong Kong s embattled leader, Carrie Lam, hopes a standoff between police and anti-government protesters at a major university can be resolved peacefully, she said on Tuesday, adding that she had told police to handle it in a humane way.  [+443 chars]"
Reuters,Reuters Editorial,Masked university students rally at graduation ceremony in Hong Kong,"About 1,000 students, many wearing black masks, attended a graduation ceremony at the Chinese University of Hong Kong on Thursday, with some holding up banners urging ""Free Hong Kong, Revolution Now"".",https://www.reuters.com/article/us-hongkong-protests-idUSKBN1XH0DX,2019-11-07T04:11:40Z,"HONG KONG (Reuters) - About 1,000 students, many wearing black masks, attended a graduation ceremony at the Chinese University of Hong Kong on Thursday, with some holding up banners urging  Free Hong Kong, Revolution Now . ;The students defied a ban on masks  [+1833 chars]"
Reuters,Reuters Editorial,Hong Kong police chief urges protesters to leave university campus,"Protesters holed up at a Hong Kong university campus should leave and there is no deadline to clear them, the city's police chief said on Friday, adding that he hoped for a peaceful resolution to the standoff.",https://www.reuters.com/article/us-hongkong-protests-police-idUSKBN1XW0BC,2019-11-22T04:16:19Z,"HONG KONG (Reuters) - Protesters holed up at a Hong Kong university campus should leave and there is no deadline to clear them, the city s police chief said on Friday, adding that he hoped for a peaceful resolution to the standoff. ;At least eight protesters  [+294 chars]"
CNN,NaN,Sanjay Gupta explains Carter's procedure,"Former President Jimmy Carter is recovering at Emory University Hospital following surgery to relieve pressure on his brain from a subdural hematoma, The Carter Center said in a statement. CNN's Dr. Sanjay Gupta reports.",https://www.cnn.com/videos/health/2019/11/12/president-carter-out-of-surgery-gupta-sciutto-nr-vpx.cnn,2019-11-12T16:20:24Z,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.
CNN,"Angela Barajas and Harmeet Kaur, CNN",Ex-LSU student gets 5 years for the hazing death of fraternity pledge,"A former Louisiana State University student was sentenced to five years in prison in the 2017 hazing death of 18-year-old fraternity pledge Maxwell Gruver, a court official told CNN.",https://www.cnn.com/2019/11/20/us/lsu-student-hazing-death-sentence-trnd/index.html,2019-11-20T22:08:43Z,NaN
CNN,"Paul Vercammen, CNN","A year after shooting, a family remembers the man who died protecting others","Victoria Rose Meek and her older brother, Justin, grew up attached at the boot -- country music-loving, water polo-playing, singing and criminal justice majors at California Lutheran University.",https://www.cnn.com/2019/11/07/us/borderline-brother-sister-one-year-later/index.html,2019-11-07T16:22:09Z,"Thousand Oaks, California (CNN)Victoria Rose Meek and her older brother, Justin, grew up attached at the boot -- country music-loving, water polo-playing, singing and criminal justice majors at California Lutheran University.;""I called them the fraternal twi  [+3370 chars]"
CNN,NaN,Students warned against 'disruptive behavior' ahead of Trump visit,"University of Alabama students were sent a letter from the student government association warning about ""disruptive behavior"" ahead of President Donald Trump's football game visit. Trump has been booed during appearances at recent sporting events.",https://www.cnn.com/videos/politics/2019/11/07/university-of-alabama-trump-visit-student-government-letter-vpx-nr.cnn,2019-11-07T20:28:50Z,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.
CNN,NaN,Sanjay Gupta explains Carter's procedure,"Former President Jimmy Carter was admitted to Emory University Hospital in Atlanta ahead of a procedure to relieve pressure on his brain, the Carter Center announced in a statement posted to Twitter.",https://www.cnn.com/videos/health/2019/11/12/jimmy-carter-hospital-procedure-gupta-lkl-newday-vpx.cnn,2019-11-12T12:57:42Z,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.
CNN,"Konstantin Toropin and Steve Almasy, CNN","Atlanta student was strangled by roommate's boyfriend, police say","A Clark Atlanta University student was strangled by her roommate's boyfriend and left in the woods at a local park after she was killed, court documents from the Atlanta police say.",https://www.cnn.com/2019/11/12/us/clark-atlanta-university-student-alexis-crawford/index.html,2019-11-13T01:45:39Z,"(CNN)A Clark Atlanta University student was strangled by her roommate's boyfriend and left in the woods at a local park after she was killed, court documents from the Atlanta police say.;The documents, which include police reports and interview summaries, pa  [+2998 chars]"
Hackaday.com,Al Williams,University Makes Bulletproof 3D Prints,Researchers at Rice University are studying 3D printing plastic structures that mimic tubulanes   theoretical nanotube structures predicted to have extraordinary strength. The result has been very strong and very compressible structures that can actually resi ,https://hackaday.com/2019/11/20/university-makes-bulletproof-3d-prints/,2019-11-21T03:00:28Z,Researchers at Rice University are studying 3D printing plastic structures that mimic tubulanes   theoretical nanotube structures predicted to have extraordinary strength. The result has been very strong and very compressible structures that can actually resi  [+1076 chars]
Gizmodo.com,George Dvorsky,The Experimental Future of Digging Up the Past,"Instead of digging up stone tools and busted pottery, archaeologists at Kent State University are recreating many of these items themselves to test our assumptions about the ancient past. And sometimes, that means smashing these replicated relics into tiny li ",https://gizmodo.com/the-experimental-future-of-digging-up-the-past-1839470037,2019-10-30T15:45:00Z,"Instead of digging up stone tools and busted pottery, archaeologists at Kent State University are recreating many of these items themselves to test our assumptions about the ancient past. And sometimes, that means smashing these replicated relics into tiny li  [+1159 chars]"
Gizmodo.com,Andrew Liszewski,Researchers 3D-Printed Plastic Cubes With Complex Patterns That Make them Bulletproof,"The technology continues to evolve, but 3D printing is still mostly used for creating prototypes or parts that won t have to endure tremendous stresses or rigorous wear and tear. That might not always be the case, however, as researchers at Rice University fo ",https://gizmodo.com/researchers-3d-printed-plastic-cubes-with-complex-patte-1839858999,2019-11-14T16:40:00Z,"The technology continues to evolve, but 3D printing is still mostly used for creating prototypes or parts that wont have to endure tremendous stresses or rigorous wear and tear. That might not always be the case, however, as researchers at Rice University fou  [+2787 chars]"
Gizmodo.com,Andrew Liszewski,Researchers Created Holograms You Can Feel and Hear,"Holograms are no longer just a vaguely futuristic term that helps startups secure seed money, or a way to bring deceased performers back to sell more concert tickets. Researchers at the University of Sussex have created animated 3D holograms that can not only ",https://gizmodo.com/researchers-created-holograms-you-can-feel-and-hear-1839869384,2019-11-14T22:05:00Z,"Holograms are no longer just a vaguely futuristic term that helps startups secure seed money, or a way to bring deceased performers back to sell more concert tickets. Researchers at the University of Sussex have created animated 3D holograms that can not only  [+2510 chars]"
Gizmodo.com,Andrew Liszewski,Smartphone Videos Can Now Be Analyzed and Used to Pinpoint the Location of a Shooter,Complex arrays of microphones are often used by law enforcement and the military to help quickly pinpoint where the sound of gunfire originates. But researchers at Carnegie Mellon University have found that videos captured by smartphones can be just as useful ,https://gizmodo.com/smartphone-videos-can-now-be-analyzed-and-used-to-pinpo-1839979803,2019-11-21T15:20:00Z,Complex arrays of microphones are often used by law enforcement and the military to help quickly pinpoint where the sound of gunfire originates. But researchers at Carnegie Mellon University have found that videos captured by smartphones can be just as useful  [+2442 chars]
The New York Times,Oskar Garcia,"James Wiseman, Memphis Standout, Fights Ineligibility Ruling",The university says the family of the favorite to be the top pick in the N.B.A. draft next summer took money before he was with the team to move to Memphis. A judge said late Friday that the star could play his team s next game.,https://www.nytimes.com/2019/11/08/sports/basketball/james-wiseman-ineligible-ncaa.html,2019-11-09T00:09:03Z,"James Wiseman, a top basketball prospect expected to star for Memphis this year, filed a lawsuit against the N.C.A.A. and the university on Friday after the sports governing body declared him ineligible to play. A judge issued a temporary restraining order th  [+832 chars]"
